prod_code,prod_name,prod_desc,prod_price
2933,Product 2933,The product that's perfect for 2933 stuff,5866
6122,Product 6122,The product that's perfect for 6122 stuff,6122
190,Product 190,The product that's perfect for 190 stuff,8170
2421,Product 2421,The product that's perfect for 2421 stuff,19368
1191,Product 1191,The product that's perfect for 1191 stuff,28584
1732,Product 1732,The product that's perfect for 1732 stuff,69280
4330,Product 4330,The product that's perfect for 4330 stuff,69280
8160,Product 8160,The product that's perfect for 8160 stuff,171360
6116,Product 6116,The product that's perfect for 6116 stuff,293568
8662,Product 8662,The product that's perfect for 8662 stuff,8662
7915,Product 7915,The product that's perfect for 7915 stuff,63320
4587,Product 4587,The product that's perfect for 4587 stuff,73392
2041,Product 2041,The product that's perfect for 2041 stuff,97968
4082,Product 4082,The product that's perfect for 4082 stuff,97968
6379,Product 6379,The product that's perfect for 6379 stuff,102064
7040,Product 7040,The product that's perfect for 7040 stuff,204160
4424,Product 4424,The product that's perfect for 4424 stuff,212352
1403,Product 1403,The product that's perfect for 1403 stuff,1403
2934,Product 2934,The product that's perfect for 2934 stuff,5868
722,Product 722,The product that's perfect for 722 stuff,8664
489,Product 489,The product that's perfect for 489 stuff,11736
5356,Product 5356,The product that's perfect for 5356 stuff,21424
2166,Product 2166,The product that's perfect for 2166 stuff,34656
1360,Product 1360,The product that's perfect for 1360 stuff,40800
3702,Product 3702,The product that's perfect for 3702 stuff,59232
3958,Product 3958,The product that's perfect for 3958 stuff,63328
1816,Product 1816,The product that's perfect for 1816 stuff,65376
7584,Product 7584,The product that's perfect for 7584 stuff,106176
4080,Product 4080,The product that's perfect for 4080 stuff,155040
1615,Product 1615,The product that's perfect for 1615 stuff,4845
875,Product 875,The product that's perfect for 875 stuff,6125
9690,Product 9690,The product that's perfect for 9690 stuff,19380
4254,Product 4254,The product that's perfect for 4254 stuff,25524
2040,Product 2040,The product that's perfect for 2040 stuff,38760
3230,Product 3230,The product that's perfect for 3230 stuff,38760
7752,Product 7752,The product that's perfect for 7752 stuff,38760
4766,Product 4766,The product that's perfect for 4766 stuff,57192
6894,Product 6894,The product that's perfect for 6894 stuff,220608
1021,Product 1021,The product that's perfect for 1021 stuff,3063
170,Product 170,The product that's perfect for 170 stuff,4590
2679,Product 2679,The product that's perfect for 2679 stuff,10716
1224,Product 1224,The product that's perfect for 1224 stuff,18360
1288,Product 1288,The product that's perfect for 1288 stuff,29624
7344,Product 7344,The product that's perfect for 7344 stuff,36720
5870,Product 5870,The product that's perfect for 5870 stuff,46960
3575,Product 3575,The product that's perfect for 3575 stuff,57200
3831,Product 3831,The product that's perfect for 3831 stuff,61296
2167,Product 2167,The product that's perfect for 2167 stuff,69344
1530,Product 1530,The product that's perfect for 1530 stuff,73440
8670,Product 8670,The product that's perfect for 8670 stuff,277440
1134,Product 1134,The product that's perfect for 1134 stuff,10206
6639,Product 6639,The product that's perfect for 6639 stuff,13278
5871,Product 5871,The product that's perfect for 5871 stuff,46968
8175,Product 8175,The product that's perfect for 8175 stuff,65400
1445,Product 1445,The product that's perfect for 1445 stuff,69360
4288,Product 4288,The product that's perfect for 4288 stuff,171520
9728,Product 9728,The product that's perfect for 9728 stuff,204288
9344,Product 9344,The product that's perfect for 9344 stuff,261632
22,Product 22,The product that's perfect for 22 stuff,990
44,Product 44,The product that's perfect for 44 stuff,1276
78,Product 78,The product that's perfect for 78 stuff,1404
114,Product 114,The product that's perfect for 114 stuff,1596
1468,Product 1468,The product that's perfect for 1468 stuff,2936
332,Product 332,The product that's perfect for 332 stuff,3320
463,Product 463,The product that's perfect for 463 stuff,3704
220,Product 220,The product that's perfect for 220 stuff,3960
6640,Product 6640,The product that's perfect for 6640 stuff,6640
528,Product 528,The product that's perfect for 528 stuff,7920
1084,Product 1084,The product that's perfect for 1084 stuff,8672
416,Product 416,The product that's perfect for 416 stuff,11232
399,Product 399,The product that's perfect for 399 stuff,12768
447,Product 447,The product that's perfect for 447 stuff,14304
1022,Product 1022,The product that's perfect for 1022 stuff,16352
1724,Product 1724,The product that's perfect for 1724 stuff,27584
7664,Product 7664,The product that's perfect for 7664 stuff,30656
1056,Product 1056,The product that's perfect for 1056 stuff,31680
1404,Product 1404,The product that's perfect for 1404 stuff,44928
2112,Product 2112,The product that's perfect for 2112 stuff,63360
7408,Product 7408,The product that's perfect for 7408 stuff,118528
5361,Product 5361,The product that's perfect for 5361 stuff,171552
5808,Product 5808,The product that's perfect for 5808 stuff,220704
511,Product 511,The product that's perfect for 511 stuff,7665
274,Product 274,The product that's perfect for 274 stuff,11234
1258,Product 1258,The product that's perfect for 1258 stuff,16354
1452,Product 1452,The product that's perfect for 1452 stuff,27588
1752,Product 1752,The product that's perfect for 1752 stuff,61320
1787,Product 1787,The product that's perfect for 1787 stuff,85776
3574,Product 3574,The product that's perfect for 3574 stuff,85776
5617,Product 5617,The product that's perfect for 5617 stuff,89872
7760,Product 7760,The product that's perfect for 7760 stuff,155200
8544,Product 8544,The product that's perfect for 8544 stuff,187968
97,Product 97,The product that's perfect for 97 stuff,2425
4089,Product 4089,The product that's perfect for 4089 stuff,4089
222,Product 222,The product that's perfect for 222 stuff,5106
7410,Product 7410,The product that's perfect for 7410 stuff,14820
3961,Product 3961,The product that's perfect for 3961 stuff,15844
741,Product 741,The product that's perfect for 741 stuff,29640
2553,Product 2553,The product that's perfect for 2553 stuff,40848
1424,Product 1424,The product that's perfect for 1424 stuff,46992
4850,Product 4850,The product that's perfect for 4850 stuff,77600
3040,Product 3040,The product that's perfect for 3040 stuff,118560
6240,Product 6240,The product that's perfect for 6240 stuff,118560
6468,Product 6468,The product that's perfect for 6468 stuff,310464
4595,Product 4595,The product that's perfect for 4595 stuff,9190
441,Product 441,The product that's perfect for 441 stuff,9702
924,Product 924,The product that's perfect for 924 stuff,19404
748,Product 748,The product that's perfect for 748 stuff,30668
5876,Product 5876,The product that's perfect for 5876 stuff,188032
9056,Product 9056,The product that's perfect for 9056 stuff,253568
1469,Product 1469,The product that's perfect for 1469 stuff,1469
150,Product 150,The product that's perfect for 150 stuff,3450
213,Product 213,The product that's perfect for 213 stuff,3834
3834,Product 3834,The product that's perfect for 3834 stuff,3834
5364,Product 5364,The product that's perfect for 5364 stuff,5364
3066,Product 3066,The product that's perfect for 3066 stuff,6132
3450,Product 3450,The product that's perfect for 3450 stuff,6900
4340,Product 4340,The product that's perfect for 4340 stuff,17360
1085,Product 1085,The product that's perfect for 1085 stuff,34720
2480,Product 2480,The product that's perfect for 2480 stuff,34720
894,Product 894,The product that's perfect for 894 stuff,42912
3272,Product 3272,The product that's perfect for 3272 stuff,65440
5108,Product 5108,The product that's perfect for 5108 stuff,81728
8584,Product 8584,The product that's perfect for 8584 stuff,171680
8860,Product 8860,The product that's perfect for 8860 stuff,425280
303,Product 303,The product that's perfect for 303 stuff,8181
786,Product 786,The product that's perfect for 786 stuff,10218
634,Product 634,The product that's perfect for 634 stuff,15850
4088,Product 4088,The product that's perfect for 4088 stuff,44968
1959,Product 1959,The product that's perfect for 1959 stuff,47016
1447,Product 1447,The product that's perfect for 1447 stuff,69456
2146,Product 2146,The product that's perfect for 2146 stuff,85840
4672,Product 4672,The product that's perfect for 4672 stuff,163520
73,Product 73,The product that's perfect for 73 stuff,2555
2555,Product 2555,The product that's perfect for 2555 stuff,10220
5622,Product 5622,The product that's perfect for 5622 stuff,11244
639,Product 639,The product that's perfect for 639 stuff,12780
7926,Product 7926,The product that's perfect for 7926 stuff,15852
809,Product 809,The product that's perfect for 809 stuff,19416
4091,Product 4091,The product that's perfect for 4091 stuff,130912
8686,Product 8686,The product that's perfect for 8686 stuff,138976
6544,Product 6544,The product that's perfect for 6544 stuff,196320
8180,Product 8180,The product that's perfect for 8180 stuff,392640
6391,Product 6391,The product that's perfect for 6391 stuff,12782
2557,Product 2557,The product that's perfect for 2557 stuff,15342
2324,Product 2324,The product that's perfect for 2324 stuff,51128
1483,Product 1483,The product that's perfect for 1483 stuff,59320
5879,Product 5879,The product that's perfect for 5879 stuff,94064
8960,Product 8960,The product that's perfect for 8960 stuff,376320
33,Product 33,The product that's perfect for 33 stuff,1023
66,Product 66,The product that's perfect for 66 stuff,2046
71,Product 71,The product that's perfect for 71 stuff,2556
84,Product 84,The product that's perfect for 84 stuff,2940
188,Product 188,The product that's perfect for 188 stuff,3196
186,Product 186,The product that's perfect for 186 stuff,4092
1278,Product 1278,The product that's perfect for 1278 stuff,5112
703,Product 703,The product that's perfect for 703 stuff,5624
196,Product 196,The product that's perfect for 196 stuff,5880
1840,Product 1840,The product that's perfect for 1840 stuff,9200
245,Product 245,The product that's perfect for 245 stuff,11760
784,Product 784,The product that's perfect for 784 stuff,11760
1150,Product 1150,The product that's perfect for 1150 stuff,18400
863,Product 863,The product that's perfect for 863 stuff,27616
3452,Product 3452,The product that's perfect for 3452 stuff,27616
8864,Product 8864,The product that's perfect for 8864 stuff,53184
9200,Product 9200,The product that's perfect for 9200 stuff,73600
7416,Product 7416,The product that's perfect for 7416 stuff,118656
3750,Product 3750,The product that's perfect for 3750 stuff,180000
7673,Product 7673,The product that's perfect for 7673 stuff,245536
5369,Product 5369,The product that's perfect for 5369 stuff,5369
767,Product 767,The product that's perfect for 767 stuff,10738
4601,Product 4601,The product that's perfect for 4601 stuff,18404
4346,Product 4346,The product that's perfect for 4346 stuff,139072
424,Product 424,The product that's perfect for 424 stuff,17384
708,Product 708,The product that's perfect for 708 stuff,18408
1364,Product 1364,The product that's perfect for 1364 stuff,24552
1388,Product 1388,The product that's perfect for 1388 stuff,38864
4858,Product 4858,The product that's perfect for 4858 stuff,38864
9208,Product 9208,The product that's perfect for 9208 stuff,55248
7674,Product 7674,The product that's perfect for 7674 stuff,61392
