Graduated,Profession,Work_Experience,Family_Size,Spending_Score
Yes,Artist,2.0,2.0,Low
Yes,Artist,,2.0,Average
No,Executive,1.0,2.0,High
Yes,Artist,2.0,2.0,Average
No,Homemaker,13.0,,Low
No,Executive,1.0,3.0,High
Yes,Entertainment,7.0,1.0,Low
No,Healthcare,0.0,,Low
No,Healthcare,1.0,6.0,Low
Yes,Artist,0.0,3.0,Average
Yes,Artist,1.0,8.0,High
No,Doctor,0.0,2.0,Low
No,Executive,13.0,3.0,Low
Yes,Artist,1.0,2.0,Average
Yes,Healthcare,14.0,1.0,Low
No,Lawyer,0.0,1.0,Low
No,Marketing,0.0,2.0,High
Yes,Homemaker,9.0,2.0,Average
Yes,Lawyer,1.0,2.0,Low
Yes,Artist,0.0,2.0,Average
Yes,Healthcare,8.0,1.0,Low
No,Artist,2.0,3.0,Average
No,Engineer,0.0,4.0,Low
No,Entertainment,,3.0,High
Yes,Artist,6.0,2.0,Average
Yes,Artist,,1.0,Low
Yes,Artist,1.0,4.0,Average
Yes,Lawyer,1.0,2.0,High
No,Doctor,9.0,5.0,Low
No,Healthcare,4.0,4.0,Low
Yes,Artist,1.0,1.0,Low
Yes,Doctor,7.0,4.0,Low
Yes,Executive,1.0,3.0,High
No,Healthcare,2.0,6.0,Low
No,Artist,7.0,1.0,Low
Yes,Artist,4.0,4.0,Average
No,Healthcare,1.0,,Low
No,Entertainment,0.0,5.0,Average
Yes,Lawyer,,2.0,High
No,Marketing,0.0,3.0,Low
Yes,Artist,8.0,3.0,Low
Yes,Healthcare,0.0,7.0,Low
Yes,Lawyer,,2.0,High
No,Engineer,10.0,2.0,Low
Yes,Lawyer,1.0,2.0,High
No,Healthcare,1.0,5.0,Low
Yes,Artist,9.0,3.0,Low
Yes,Executive,0.0,6.0,Low
No,Healthcare,0.0,3.0,Low
Yes,Engineer,9.0,3.0,Average
Yes,Artist,0.0,2.0,Average
Yes,Artist,1.0,2.0,Low
Yes,Artist,0.0,1.0,Low
Yes,Entertainment,0.0,4.0,Average
Yes,Lawyer,0.0,2.0,Low
Yes,Engineer,0.0,6.0,Low
Yes,Healthcare,1.0,3.0,Low
Yes,Executive,,4.0,High
No,Entertainment,5.0,1.0,Low
No,Executive,1.0,4.0,Average
Yes,Entertainment,1.0,4.0,Low
No,Healthcare,0.0,5.0,Low
No,Healthcare,0.0,5.0,Low
No,Executive,0.0,3.0,Average
Yes,Artist,,2.0,Low
Yes,Healthcare,1.0,3.0,Low
Yes,Healthcare,2.0,1.0,High
Yes,Doctor,1.0,,Low
Yes,Entertainment,5.0,2.0,Low
No,Homemaker,8.0,1.0,Low
No,Healthcare,0.0,3.0,Low
No,Executive,,2.0,High
Yes,Artist,0.0,2.0,Low
Yes,Executive,0.0,3.0,High
No,Doctor,,4.0,Average
No,Healthcare,1.0,2.0,Low
Yes,Doctor,7.0,1.0,Low
Yes,Executive,9.0,2.0,High
No,Doctor,8.0,2.0,Low
Yes,Executive,,3.0,High
Yes,Executive,0.0,4.0,High
Yes,Entertainment,0.0,2.0,Low
Yes,Artist,5.0,3.0,Low
Yes,Lawyer,2.0,1.0,Low
Yes,Artist,8.0,2.0,Average
No,Engineer,1.0,3.0,Average
No,Engineer,9.0,4.0,Low
Yes,Engineer,1.0,3.0,Average
Yes,Artist,1.0,2.0,High
Yes,Executive,4.0,3.0,High
Yes,Healthcare,0.0,1.0,Low
Yes,Artist,1.0,1.0,Low
No,Doctor,1.0,2.0,Low
Yes,Entertainment,3.0,1.0,Low
No,Lawyer,8.0,2.0,High
Yes,Artist,10.0,2.0,Low
No,Marketing,1.0,4.0,Low
Yes,Artist,8.0,3.0,Low
Yes,Engineer,1.0,1.0,Low
No,Marketing,,,Low
No,Entertainment,0.0,6.0,Low
No,Healthcare,6.0,3.0,Low
No,Doctor,9.0,4.0,Low
No,Engineer,,3.0,Low
Yes,Doctor,0.0,2.0,Average
Yes,Artist,0.0,2.0,Average
No,Healthcare,1.0,2.0,Low
Yes,Entertainment,1.0,2.0,Low
,Artist,0.0,3.0,Average
No,Engineer,,4.0,Average
Yes,Artist,5.0,7.0,Low
No,Marketing,10.0,,Low
No,Healthcare,1.0,4.0,Low
No,Entertainment,0.0,5.0,Average
No,Engineer,0.0,3.0,Low
No,Marketing,7.0,2.0,Low
Yes,Marketing,6.0,1.0,Low
No,Doctor,,1.0,Low
Yes,Engineer,0.0,2.0,Low
Yes,Entertainment,1.0,3.0,Average
Yes,Entertainment,0.0,2.0,Average
Yes,Healthcare,,,Low
Yes,Healthcare,1.0,7.0,Low
Yes,Engineer,,,Low
Yes,Entertainment,0.0,1.0,Low
No,Lawyer,1.0,1.0,Low
No,Lawyer,13.0,1.0,Low
Yes,Engineer,11.0,1.0,Low
Yes,Artist,0.0,1.0,Low
No,Doctor,,7.0,Low
No,Doctor,0.0,4.0,Low
No,Artist,7.0,5.0,Average
No,Doctor,0.0,4.0,Low
Yes,Artist,8.0,2.0,Low
Yes,Doctor,,2.0,Low
No,Lawyer,,,Low
No,Healthcare,10.0,4.0,Low
Yes,Artist,1.0,2.0,Low
Yes,Executive,0.0,3.0,High
Yes,Artist,1.0,3.0,Average
Yes,Healthcare,4.0,4.0,Low
No,Healthcare,,4.0,Low
No,Artist,9.0,8.0,Low
Yes,Artist,8.0,1.0,Low
No,Healthcare,1.0,2.0,Low
Yes,Artist,0.0,3.0,Average
Yes,Artist,1.0,,Average
No,Doctor,1.0,3.0,Low
Yes,Doctor,,2.0,Low
No,Homemaker,14.0,1.0,Low
Yes,Doctor,3.0,2.0,Average
Yes,Artist,1.0,5.0,Average
No,Engineer,1.0,2.0,High
No,Artist,4.0,4.0,Average
No,Lawyer,0.0,2.0,High
Yes,Artist,1.0,1.0,Low
Yes,Artist,0.0,4.0,High
Yes,Artist,13.0,2.0,Low
No,Lawyer,1.0,2.0,High
No,Healthcare,,4.0,Low
Yes,Healthcare,,1.0,Low
No,Artist,3.0,2.0,Average
Yes,Marketing,8.0,3.0,Low
Yes,Entertainment,6.0,3.0,Low
Yes,Artist,2.0,4.0,Average
Yes,Artist,1.0,2.0,Low
Yes,Artist,0.0,2.0,Average
Yes,Doctor,0.0,1.0,Low
Yes,Healthcare,7.0,5.0,Average
Yes,Artist,1.0,5.0,Average
No,Engineer,1.0,4.0,Low
No,Healthcare,0.0,3.0,Low
Yes,Artist,0.0,4.0,Average
No,Engineer,5.0,2.0,Low
No,Engineer,8.0,,Average
Yes,Doctor,10.0,5.0,Low
No,Engineer,1.0,2.0,Low
Yes,Engineer,1.0,1.0,Low
Yes,Artist,0.0,3.0,Average
No,Healthcare,0.0,4.0,Low
No,Lawyer,1.0,2.0,High
No,Healthcare,5.0,3.0,Low
Yes,Artist,1.0,3.0,Average
No,Homemaker,9.0,1.0,Low
No,Healthcare,0.0,3.0,Low
Yes,Artist,0.0,2.0,Average
Yes,Artist,1.0,2.0,Low
No,Executive,5.0,3.0,High
Yes,Healthcare,0.0,4.0,Low
No,Engineer,1.0,2.0,High
Yes,Artist,0.0,3.0,Average
No,Entertainment,,3.0,Low
Yes,Artist,4.0,4.0,Low
No,Engineer,1.0,6.0,Average
Yes,Artist,1.0,2.0,Average
Yes,Lawyer,1.0,,High
Yes,Engineer,12.0,3.0,Average
No,Doctor,2.0,4.0,Low
Yes,Artist,0.0,1.0,Low
Yes,Healthcare,8.0,1.0,Low
Yes,Doctor,5.0,1.0,Low
No,Artist,7.0,4.0,Low
Yes,Lawyer,,2.0,High
Yes,Engineer,,3.0,High
Yes,Artist,2.0,2.0,Average
No,Healthcare,1.0,8.0,Low
Yes,Artist,2.0,3.0,Low
Yes,Executive,0.0,4.0,High
Yes,Doctor,0.0,1.0,Low
Yes,Homemaker,8.0,2.0,Low
No,Doctor,1.0,3.0,Average
Yes,Artist,0.0,3.0,Low
Yes,Artist,0.0,2.0,Average
No,Engineer,0.0,3.0,Average
No,Doctor,0.0,1.0,Low
,Entertainment,,5.0,Average
No,Executive,1.0,2.0,High
No,Doctor,9.0,3.0,Low
Yes,Artist,8.0,1.0,Low
No,Artist,5.0,5.0,Low
No,Executive,0.0,1.0,Low
Yes,Artist,1.0,2.0,Average
No,Marketing,1.0,3.0,High
No,Engineer,0.0,5.0,Average
Yes,Doctor,4.0,2.0,Low
Yes,Artist,0.0,2.0,Average
Yes,Artist,14.0,3.0,Low
Yes,Doctor,0.0,2.0,Average
Yes,Executive,0.0,2.0,High
Yes,Healthcare,0.0,1.0,Low
Yes,Homemaker,9.0,2.0,Average
Yes,Artist,0.0,4.0,Low
No,Healthcare,8.0,4.0,Low
Yes,Artist,0.0,6.0,Average
Yes,Artist,1.0,5.0,Average
Yes,Artist,7.0,1.0,Low
Yes,Artist,2.0,2.0,Average
No,Entertainment,4.0,,Average
Yes,Doctor,9.0,2.0,Average
,Healthcare,0.0,3.0,Low
No,Engineer,0.0,1.0,Low
Yes,Artist,,2.0,Average
No,Homemaker,8.0,,Low
Yes,Artist,1.0,2.0,Low
Yes,Artist,6.0,2.0,Average
No,Lawyer,0.0,2.0,High
Yes,Artist,0.0,,Average
